Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA12,EMA26,MACD,SIG,POST,Pos,POS
2017-11-09 00:00:00-05:00,20.166667938232422,20.297332763671875,19.753332138061523,20.19933319091797,81706500,0.0,0.0,20.2254723699515,20.207576482705285,0.01789588724621538,0.009323382075426965,0.008572505170788416,,0
2017-11-10 00:00:00-05:00,20.166667938232422,20.55733299255371,20.123332977294922,20.19933319091797,69381000,0.0,0.0,20.221450957792495,20.206965868498816,0.014485089293678755,0.010355723519077323,0.004129365774601431,,0
2017-11-13 00:00:00-05:00,20.0086669921875,21.1200008392334,19.94066619873047,21.02666664123535,113773500,0.0,0.0,20.34533029370678,20.26768444425708,0.0776458494497021,0.02381374870520228,0.05383210074449982,,0
2017-11-14 00:00:00-05:00,21.0,21.09000015258789,20.459999084472656,20.579999923706055,85141500,0.0,0.0,20.38143331370667,20.29081892421626,0.09061438949040834,0.03717387686224349,0.05344051262816485,,0
2017-11-15 00:00:00-05:00,20.400667190551758,20.832666397094727,20.100000381469727,20.753332138061523,89680500,0.0,0.0,20.43864851745357,20.325079162278872,0.1135693551746968,0.05245297252473416,0.061116382649962636,,0
2017-11-16 00:00:00-05:00,20.932666778564453,21.209333419799805,20.753332138061523,20.833332061767578,87331500,0.0,0.0,20.499369062732647,20.362727525203958,0.13664153752868913,0.06929068552552516,0.06735085200316397,,0
2017-11-17 00:00:00-05:00,21.711332321166992,21.777999877929688,20.876667022705078,21.003332138061523,206026500,0.0,0.0,20.576901843552474,20.410179718748964,0.16672212480350979,0.08877697338112209,0.0779451514223877,,0
2017-11-20 00:00:00-05:00,20.91933250427246,21.03333282470703,20.316667556762695,20.582666397094727,123715500,0.0,0.0,20.57778869794359,20.42295650973754,0.1548321882060506,0.1019880163461078,0.05284417185994281,,0
2017-11-21 00:00:00-05:00,20.724000930786133,21.215333938598633,20.58066749572754,21.187332153320312,108919500,0.0,0.0,20.671564614155393,20.479576927780705,0.19198768637468788,0.11998795035182383,0.07199973602286405,,0
2017-11-22 00:00:00-05:00,21.118000030517578,21.161333084106445,20.78933334350586,20.84000015258789,73764000,0.0,0.0,20.69747777391424,20.50627494443309,0.1912028294811492,0.13423092617768892,0.056971903303460275,,0
2017-11-24 00:00:00-05:00,20.91933250427246,21.0939998626709,20.733333587646484,21.036666870117188,48661500,0.0,0.0,20.74966071179162,20.545563235224506,0.20409747656711374,0.14820423625557388,0.05589324031153986,,0
2017-11-27 00:00:00-05:00,20.883333206176758,21.1560001373291,20.634000778198242,21.12066650390625,68338500,0.0,0.0,20.8067385259631,20.58816347734908,0.21857504861402077,0.16227839872726327,0.056296649886757505,,0
2017-11-28 00:00:00-05:00,21.090667724609375,21.333332061767578,20.92799949645996,21.170000076293945,74242500,0.0,0.0,20.862624918321693,20.63126248467833,0.23136243364336195,0.176095205710483,0.05526722793287894,,0
2017-11-29 00:00:00-05:00,21.15333366394043,21.200000762939453,20.082000732421875,20.502666473388672,131511000,0.0,0.0,20.807246696024308,20.621736854212433,0.18550984181187502,0.17797813293076142,0.007531708881113597,,0
2017-11-30 00:00:00-05:00,20.570667266845703,20.713333129882812,20.30266761779785,20.59000015258789,65274000,0.0,0.0,20.773824150880245,20.61938598742543,0.1544381634548131,0.17327013903557176,-0.018831975580758664,sell,0
2017-12-01 00:00:00-05:00,20.362667083740234,20.687999725341797,20.336666107177734,20.435333251953125,64393500,0.0,0.0,20.721748627968378,20.605752451464518,0.11599617650385952,0.1618153465292293,-0.04581917002536978,,0
2017-12-04 00:00:00-05:00,20.433332443237305,20.551332473754883,20.040666580200195,20.34666633605957,87526500,0.0,0.0,20.664043659982408,20.586560887360445,0.07748277262196268,0.14494883174777598,-0.0674660591258133,,0
2017-12-05 00:00:00-05:00,20.133333206176758,20.53333282470703,20.066667556762695,20.246667861938477,69697500,0.0,0.0,20.59983199874488,20.561383626218078,0.03844837252680122,0.12364873990358104,-0.08520036737677981,,0
2017-12-06 00:00:00-05:00,20.00666618347168,20.892667770385742,20.0,20.884000778198242,107929500,0.0,0.0,20.643550272506936,20.58528119303142,0.058269079475515184,0.11057280781796788,-0.0523037283424527,,0
2017-12-07 00:00:00-05:00,20.799999237060547,21.242000579833984,20.73666763305664,20.749332427978516,71709000,0.0,0.0,20.659824450271795,20.597433136360834,0.06239131391096109,0.10093650903656654,-0.03854519512560545,,0
2017-12-08 00:00:00-05:00,20.97333335876465,21.131999969482422,20.750667572021484,21.0086669921875,52027500,0.0,0.0,20.713492533643443,20.627894903459104,0.08559763018433841,0.09786873326612092,-0.012271103081782503,,0
2017-12-11 00:00:00-05:00,20.975332260131836,21.93400001525879,20.916667938232422,21.92733383178711,119070000,0.0,0.0,20.90023734874247,20.724149638890808,0.1760877098516609,0.11351252858322892,0.06257518126843196,BUY,1
2017-12-12 00:00:00-05:00,22.030000686645508,22.762666702270508,22.00200080871582,22.735332489013672,130998000,0.0,0.0,21.18255967801496,20.873126146307317,0.30943353170764354,0.15269672920811184,0.1567368024995317,,1
2017-12-13 00:00:00-05:00,22.728666305541992,22.947999954223633,22.433332443237305,22.601999282836914,93322500,0.0,0.0,21.400935001833723,21.00119082308729,0.39974417874643464,0.20210621911577642,0.19763795963065822,,1
2017-12-14 00:00:00-05:00,22.733999252319336,23.16266632080078,22.459999084472656,22.525999069213867,86998500,0.0,0.0,21.57402178143067,21.11413958205963,0.4598821993710409,0.25366141516682933,0.20622078420421158,,1
2017-12-15 00:00:00-05:00,22.80266761779785,22.926666259765625,22.384000778198242,22.89666748046875,103998000,0.0,0.0,21.777505735128837,21.24617868564549,0.5313270494833482,0.30919454203013313,0.22213250745321506,,1
2017-12-18 00:00:00-05:00,22.99333381652832,23.115333557128906,22.505332946777344,22.591333389282227,82143000,0.0,0.0,21.902709989613975,21.345819774803765,0.5568902148102097,0.35873367658614846,0.19815653822406126,,1
2017-12-19 00:00:00-05:00,22.68400001525879,22.766000747680664,22.020000457763672,22.073333740234375,102375000,0.0,0.0,21.928959797401728,21.399709698168994,0.5292500992327334,0.39283696111546546,0.1364131381172679,,1
2017-12-20 00:00:00-05:00,22.179332733154297,22.206666946411133,21.66933250427246,21.93199920654297,89307000,0.0,0.0,21.929427398808073,21.43913855064114,0.49028884816693363,0.41232733852575915,0.07796150964117449,,1
2017-12-21 00:00:00-05:00,21.972667694091797,22.249332427978516,21.81399917602539,22.110666275024414,65778000,0.0,0.0,21.957310302841357,21.4888813450399,0.4684289578014571,0.4235476623808988,0.0448812954205583,,1
2017-12-22 00:00:00-05:00,21.96733283996582,22.06133270263672,21.654666900634766,21.68000030517578,63237000,0.0,0.0,21.914647226277424,21.503038305049966,0.41160892122745807,0.4211599141502107,-0.009550992922752632,sell,0
2017-12-26 00:00:00-05:00,21.588666915893555,21.59600067138672,21.10533332824707,21.152666091918945,65676000,0.0,0.0,21.79741935945304,21.477084807781,0.3203345516720404,0.40099484165457666,-0.08066028998253627,,0
2017-12-27 00:00:00-05:00,21.066667556762695,21.178667068481445,20.71666717529297,20.775999069213867,70681500,0.0,0.0,21.64027777633932,21.425152530850102,0.21512524548921874,0.3638209224215051,-0.14869567693228636,,0
2017-12-28 00:00:00-05:00,20.78333282470703,21.05466651916504,20.63599967956543,21.02400016784668,64744500,0.0,0.0,21.54546583657122,21.395437540997996,0.15002829557322528,0.32106239705184914,-0.17103410147862386,,0
2017-12-29 00:00:00-05:00,21.07866668701172,21.0939998626709,20.666667938232422,20.75666618347168,56658000,0.0,0.0,21.42411204378668,21.348121144144194,0.07599089964248407,0.2720480975699761,-0.19605719792749204,,0
2018-01-02 00:00:00-05:00,20.799999237060547,21.474000930786133,20.733333587646484,21.368667602539062,65283000,0.0,0.0,21.415582129748582,21.349643104025297,0.06593902572328503,0.23082628320063792,-0.1648872574773529,,0
2018-01-03 00:00:00-05:00,21.399999618530273,21.683332443237305,21.036666870117188,21.149999618530273,67822500,0.0,0.0,21.374723281868842,21.334854697692332,0.03986858417651007,0.19263474339581235,-0.15276615921930228,,0
2018-01-04 00:00:00-05:00,20.857999801635742,21.23666763305664,20.3786678314209,20.974666595458984,149194500,0.0,0.0,21.31317609934425,21.308174097526898,0.005002001817352664,0.15510819508012044,-0.15010619326276778,,0
2018-01-05 00:00:00-05:00,21.107999801635742,21.14933204650879,20.799999237060547,21.10533332824707,68868000,0.0,0.0,21.28120028840622,21.293148855358023,-0.011948566951801354,0.12169684267373608,-0.13364540962553745,,0
2018-01-08 00:00:00-05:00,21.066667556762695,22.468000411987305,21.03333282470703,22.42733383178711,147891000,0.0,0.0,21.457528525849433,21.377162557315735,0.08036596853369815,0.1134306678457285,-0.03306469931203035,,0
