Date,Close,EMA12,EMA26,MACD,SIG,POS,Daily_Return,BookSize,Portfolio Returns
2017-11-09 00:00:00-05:00,78.25910186767578,78.54874801462111,78.58048262167576,-0.031734607054644925,-0.009012647842609455,0,0.0,10000.0,0.0
2017-11-10 00:00:00-05:00,78.05435943603516,78.47268823330019,78.54151053385053,-0.06882230055033745,-0.020974578384155052,0,-0.002616212386219452,10000.0,0.0
2017-11-13 00:00:00-05:00,78.11019897460938,78.41692065504006,78.5095615294623,-0.09264087442224422,-0.03530783759177289,0,0.0007153929514978064,10000.0,0.0
2017-11-14 00:00:00-05:00,78.22187805175781,78.38691410068894,78.48825164222494,-0.10133754153599739,-0.048513778380617795,0,0.0014297630605797362,10000.0,0.0
2017-11-15 00:00:00-05:00,77.61390686035156,78.26798990986781,78.42348536208617,-0.1554954522183607,-0.06991011314816638,0,-0.007772393178849146,10000.0,0.0
2017-11-16 00:00:00-05:00,77.81967163085938,78.19901786694344,78.37875841903234,-0.1797405520889015,-0.0918762009363134,0,0.002651132752253371,10000.0,0.0
2017-11-17 00:00:00-05:00,77.07141876220703,78.02554108159937,78.28191844445269,-0.25637736285331414,-0.12477643331971355,0,-0.009615214931793958,10000.0,0.0
2017-11-20 00:00:00-05:00,77.19300079345703,77.89745796034671,78.20125787771227,-0.3037999173655521,-0.16058113012888128,0,0.001577524239239958,10000.0,0.0
2017-11-21 00:00:00-05:00,78.30604553222656,77.96031758678976,78.20901992619481,-0.2487023394050567,-0.1782053719841164,0,0.014418985236079429,10000.0,0.0
2017-11-22 00:00:00-05:00,77.73550415039062,77.92573090426681,78.17394468354264,-0.24821377927582944,-0.19220705344245903,0,-0.007286045131740582,10000.0,0.0
2017-11-24 00:00:00-05:00,77.87580108642578,77.91804939382973,78.1518599726451,-0.2338105788153655,-0.20052775851704033,0,0.0018047986897176127,10000.0,0.0
2017-11-27 00:00:00-05:00,78.44635772705078,77.99932759894067,78.1736746211196,-0.17434702217893516,-0.19529161124941932,1,0.007326494657715399,10073.264946577154,0.007326494657715399
2017-11-28 00:00:00-05:00,79.39104461669922,78.21343790936506,78.26385017634773,-0.050412266982675646,-0.1663157423960706,1,0.012042456998901274,10194.571806534848,0.012042456998901274
2017-11-29 00:00:00-05:00,77.95062255859375,78.17300477847716,78.24064813058817,-0.06764335211100558,-0.14658126433905763,1,-0.01814338210386124,10009.607794863636,-0.01814338210386124
2017-11-30 00:00:00-05:00,78.72695922851562,78.25822854002155,78.27667117487908,-0.018442634857535722,-0.12095353844275326,1,0.00995933893072265,10109.296871456287,0.00995933893072265
2017-12-01 00:00:00-05:00,78.81114196777344,78.34329214429107,78.31626160398237,0.02703054030870078,-0.09135672269246245,1,0.0010693000222892213,10120.106742826263,0.0010693000222892213
2017-12-04 00:00:00-05:00,75.83677673339844,77.95767438876914,78.13259605801319,-0.17492166924405694,-0.10806971200278136,-1,-0.03774041537922701,10502.043774982641,0.0377404153792269
