Date,Close,EMA12,EMA26,MACD,SIG,POS,Daily_Return,BookSize,Portfolio Returns
2017-11-09 00:00:00-05:00,23461.900390625,23538.01455375939,23543.580573277864,-5.566019518475514,-0.7451998594913167,0,0.0,10000.0,0.0
2017-11-10 00:00:00-05:00,23422.19921875,23520.19680991179,23534.589361831357,-14.392551919565449,-3.4746702715061435,0,-0.0016921549923067936,10000.0,0.0
2017-11-13 00:00:00-05:00,23439.69921875,23507.812565117667,23527.56046234385,-19.74789722618152,-6.72931566244122,0,0.000747154433986319,10000.0,0.0
2017-11-14 00:00:00-05:00,23409.5,23492.687555099565,23518.81524291097,-26.12768781140403,-10.608990092233782,0,-0.0012883791070937844,10000.0,0.0
2017-11-15 00:00:00-05:00,23271.30078125,23458.6280514304,23500.480838343487,-41.852786913084856,-16.857749456403997,0,-0.005903552777718479,10000.0,0.0
2017-11-16 00:00:00-05:00,23458.400390625,23458.59302669111,23497.363768142117,-38.77074145100778,-21.240347855324757,0,0.008039929144216584,10000.0,0.0
2017-11-17 00:00:00-05:00,23358.19921875,23443.147825469398,23487.055283001962,-43.90745753256488,-25.773769790772782,0,-0.004271440942539506,10000.0,0.0
2017-11-20 00:00:00-05:00,23430.30078125,23441.171357127954,23482.85124583515,-41.67988870719637,-28.954993574057504,0,0.0030867774448177787,10000.0,0.0
2017-11-21 00:00:00-05:00,23590.80078125,23464.191268531344,23490.84750771773,-26.65623918638812,-28.495242696523626,0,0.006850104123649947,10000.0,0.0
2017-11-22 00:00:00-05:00,23526.19921875,23473.73095318037,23493.46615297938,-19.735199799011752,-26.743234117021252,0,-0.0027384217729202742,10000.0,0.0
2017-11-24 00:00:00-05:00,23558.0,23486.69542192185,23498.24643794387,-11.55101602202194,-23.704790498021392,0,0.0013517177574802197,10000.0,0.0
2017-11-27 00:00:00-05:00,23580.80078125,23501.173169510796,23504.361574485065,-3.1884049742693605,-19.601513393270988,0,0.0009678572565583465,10000.0,0.0
2017-11-28 00:00:00-05:00,23836.69921875,23552.792561701444,23528.979177763948,23.813383937496837,-10.918533927117423,0,0.010851982503642388,10000.0,0.0
2017-11-29 00:00:00-05:00,23940.69921875,23612.470508939685,23559.47695857773,52.993550361956295,1.8638829306973204,0,0.0043630201919144795,10000.0,0.0
2017-11-30 00:00:00-05:00,24272.400390625,23713.998183045118,23612.28610169234,101.7120813527763,21.833522615113118,0,0.013855116295651726,10000.0,0.0
2017-12-01 00:00:00-05:00,24231.599609375,23793.629171711254,23658.161176335503,135.46799537575134,44.560417167240765,0,-0.001680953700226473,10000.0,0.0
2017-12-04 00:00:00-05:00,24290.0,23869.993914524908,23704.964052162504,165.02986236240395,68.6543062062734,0,0.0024100922583090156,10000.0,0.0
2017-12-05 00:00:00-05:00,24180.599609375,23917.77940604031,23740.196315659723,177.58309038058724,90.44006304113617,0,-0.004503927156237153,10000.0,0.0
2017-12-06 00:00:00-05:00,24140.900390625,23952.105711361033,23769.878098990484,182.22761237054874,108.79757290701869,0,-0.0016417797486960595,10000.0,0.0
2017-12-07 00:00:00-05:00,24211.5,23992.0125249978,23802.590832398597,189.4216925992041,124.92239684545578,0,0.002924481201306728,10000.0,0.0
